idx	gene_id	task_id	system	subsystem	reactions
277	DGAT1	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	DGAT
278	DGAT2	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	DGAT
279	GUK1	11	NUCLEOTIDE METABOLISM	IMP SYNTHESIS / PURINE METABOLISM	DGK1|GK1
280	GUK1	15	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	DGK1|GK1
281	DHCR7	138	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	DHCR71r|DHCR72r
282	DHFR	179	VITAMIN & COFACTOR METABOLISM	FOLATE METABOLISM	DHFR|FOLR2|r0224|r0512
283	DPYSL2	25	NUCLEOTIDE METABOLISM	PYRIMIDINE CATABOLISM	DHPM1
284	DPYSL3	25	NUCLEOTIDE METABOLISM	PYRIMIDINE CATABOLISM	DHPM1
285	DPYS	25	NUCLEOTIDE METABOLISM	PYRIMIDINE CATABOLISM	DHPM1|DHPM2
286	DBH	132	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	DOPABMO
287	MOXD1	132	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	DOPABMO
288	TYR	132	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	DOPACHRMISO|TYRDOPO
289	TYR	133	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	DOPACHRMISO|TYRDOPO
290	COASY	177	VITAMIN & COFACTOR METABOLISM	COENZYME A BIOSYNTHESIS	DPCOAK|PTPAT|r0033|r0590
291	BPGM	26	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	DPGase|DPGM|PGM
292	BPGM	29	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	DPGase|DPGM|PGM
293	PGAM2	26	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	DPGase|DPGM|PGM
294	PGAM2	29	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	DPGase|DPGM|PGM
295	PGAM1	26	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	DPGase|DPGM|PGM
296	PGAM1	29	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	DPGase|DPGM|PGM
297	MVD	141	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	DPMVDx|DPMVDc
298	PNP	22	NUCLEOTIDE METABOLISM	PURINE CATABOLISM	DURIPP|NP1|PNP|PUNP1|PUNP2|PUNP3|PUNP4|PUNP5|PUNP6|PUNP7
299	EBP	138	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	EBP1r|EBP2r
300	ECHS1	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	ECOAH12m|ECOAH1m|ECOAH9m|PRPNCOAHYDm|r0660|r0661|r0669|r0716|r0717|r0720|r0721|r0728|r0729|r0731|r0734|r1474|RE1520M|RE1521M|RE1522M|RE1523M|RE3004M|FAOXC101C8m|FAOXC102C81m|FAOXC121C101m|FAOXC122C101m|FAOXC123C102m|FAOXC12C12OHm|FAOXC61C4m|FAOXC81C61m|FAOXTC122TC101m
301	ECHS1	135	AMINO ACIDS METABOLISM	VALINE METABOLISM	ECOAH12m|ECOAH1m|ECOAH9m|PRPNCOAHYDm|r0660|r0661|r0669|r0716|r0717|r0720|r0721|r0728|r0729|r0731|r0734|r1474|RE1520M|RE1521M|RE1522M|RE1523M|RE3004M|FAOXC101C8m|FAOXC102C81m|FAOXC121C101m|FAOXC122C101m|FAOXC123C102m|FAOXC12C12OHm|FAOXC61C4m|FAOXC81C61m|FAOXTC122TC101m
302	ECHS1	136	AMINO ACIDS METABOLISM	VALINE METABOLISM	ECOAH12m|ECOAH1m|ECOAH9m|PRPNCOAHYDm|r0660|r0661|r0669|r0716|r0717|r0720|r0721|r0728|r0729|r0731|r0734|r1474|RE1520M|RE1521M|RE1522M|RE1523M|RE3004M|FAOXC101C8m|FAOXC102C81m|FAOXC121C101m|FAOXC122C101m|FAOXC123C102m|FAOXC12C12OHm|FAOXC61C4m|FAOXC81C61m|FAOXTC122TC101m
303	AUH	103	AMINO ACIDS METABOLISM	LEUCINE METABOLISM	ECOAH1m|MGCHrm|PRPNCOAHYDm
304	AUH	104	AMINO ACIDS METABOLISM	LEUCINE METABOLISM	ECOAH1m|MGCHrm|PRPNCOAHYDm
305	ENO1	5	ENERGY METABOLISM	ATP GENERATION	ENO
306	ENO1	6	ENERGY METABOLISM	ATP GENERATION	ENO
307	ENO1	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	ENO
308	ENO1	52	CARBOHYDRATES METABOLISM	KETOGENESIS	ENO
309	ENO1	53	CARBOHYDRATES METABOLISM	KETOGENESIS	ENO
310	ENO1	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	ENO
311	ENO1	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	ENO
312	ENO1	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	ENO
313	ENO1	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	ENO
314	ENO1	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	ENO
315	ENO1	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ENO
316	ENO1	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ENO
317	ENO1	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	ENO
318	ENO1	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	ENO
319	ENO2	5	ENERGY METABOLISM	ATP GENERATION	ENO
320	ENO2	6	ENERGY METABOLISM	ATP GENERATION	ENO
321	ENO2	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	ENO
322	ENO2	52	CARBOHYDRATES METABOLISM	KETOGENESIS	ENO
323	ENO2	53	CARBOHYDRATES METABOLISM	KETOGENESIS	ENO
324	ENO2	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	ENO
325	ENO2	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	ENO
326	ENO2	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	ENO
327	ENO2	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	ENO
328	ENO2	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	ENO
329	ENO2	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ENO
330	ENO2	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ENO
331	ENO2	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	ENO
332	ENO2	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	ENO
333	ENO3	5	ENERGY METABOLISM	ATP GENERATION	ENO
334	ENO3	6	ENERGY METABOLISM	ATP GENERATION	ENO
335	ENO3	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	ENO
336	ENO3	52	CARBOHYDRATES METABOLISM	KETOGENESIS	ENO
337	ENO3	53	CARBOHYDRATES METABOLISM	KETOGENESIS	ENO
338	ENO3	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	ENO
339	ENO3	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	ENO
340	ENO3	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	ENO
341	ENO3	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	ENO
342	ENO3	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	ENO
343	ENO3	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ENO
344	ENO3	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ENO
345	ENO3	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	ENO
346	ENO3	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	ENO
347	ETFB	5	ENERGY METABOLISM	ATP GENERATION	ETF|FADH2ETC
348	ETFA	5	ENERGY METABOLISM	ATP GENERATION	ETF|FADH2ETC
349	ETFDH	5	ENERGY METABOLISM	ATP GENERATION	ETFQO|FADH2ETC
350	FPGT	44	CARBOHYDRATES METABOLISM	FUCOSE METABOLISM	F1PGT
351	TNNI3K	44	CARBOHYDRATES METABOLISM	FUCOSE METABOLISM	F1PGT
352	ACSL3	162	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL140i|FACOAL160i|FACOAL180i|FACOAL181i|FACOAL1821|FACOAL1831|FACOAL204|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X
353	ACSL4	162	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL160i|FACOAL180i|FACOAL181i|FACOAL1821|FACOAL1831|FACOAL204|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X
354	ACSL6	162	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL160i|FACOAL180i|FACOAL1831|FACOAL204|FACOAL205|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X
355	ACSL1	158	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL160i|FACOAL161|FACOAL180i|FACOAL1812|FACOAL1813|FACOAL181i|FACOAL1821|FACOAL1831|FACOAL1832|FACOAL184|FACOAL203|FACOAL204|FACOAL2042|FACOAL205|FACOAL224|FACOAL2251|FACOAL2252|FACOAL226|FACOAL240|FACOAL241|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X
356	ACSL1	159	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL160i|FACOAL161|FACOAL180i|FACOAL1812|FACOAL1813|FACOAL181i|FACOAL1821|FACOAL1831|FACOAL1832|FACOAL184|FACOAL203|FACOAL204|FACOAL2042|FACOAL205|FACOAL224|FACOAL2251|FACOAL2252|FACOAL226|FACOAL240|FACOAL241|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X
357	ACSL1	162	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL160i|FACOAL161|FACOAL180i|FACOAL1812|FACOAL1813|FACOAL181i|FACOAL1821|FACOAL1831|FACOAL1832|FACOAL184|FACOAL203|FACOAL204|FACOAL2042|FACOAL205|FACOAL224|FACOAL2251|FACOAL2252|FACOAL226|FACOAL240|FACOAL241|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X
358	ACSBG2	162	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL161|FACOAL181i|FACOAL1821|FACOAL1831|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|DOCOSACT
359	ACSL5	162	LIPIDS METABOLISM	FATTY ACID METABOLISM	FACOAL1831|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X|FAOXC16DCr
360	SLC27A2	169	LIPIDS METABOLISM	BILE ACID SYNTHESIS	FACOAL191|VLCS2p|VLCS2r|VLCSp|VLCSr|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X|RE3079X|FAOXC15ATPx|FAOXC16BRx|ELAIDt|FATP6t|FATP7t|FATP8t|FATP9t|HDCEAtr|TTDCAtr|DCATDc|OCT11EFATP|LGNCFATPtc|OCDCAFATPtc|TTDCAFATPtc
361	SLC27A2	170	LIPIDS METABOLISM	BILE ACID SYNTHESIS	FACOAL191|VLCS2p|VLCS2r|VLCSp|VLCSr|r0311|r1251|r1253|r1254|r1255|r1257|r1259|r1260|r1262|r1487|RE3074X|RE3079X|FAOXC15ATPx|FAOXC16BRx|ELAIDt|FATP6t|FATP7t|FATP8t|FATP9t|HDCEAtr|TTDCAtr|DCATDc|OCT11EFATP|LGNCFATPtc|OCDCAFATPtc|TTDCAFATPtc
362	ELOVL6	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
363	ELOVL6	153	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
364	ELOVL6	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
365	ELOVL6	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
366	ELOVL5	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
367	ELOVL5	153	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
368	ELOVL5	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
369	ELOVL5	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
370	ELOVL2	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
371	ELOVL2	153	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
372	ELOVL2	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
373	ELOVL2	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	FAEL183|FAEL184|FAEL204|FAEL205|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|RE0565C|RE3110C|RE3120C|RE3224C|RE3225C|RE3226C|RE3241C|RE3241R
374	SCP2	169	LIPIDS METABOLISM	BILE ACID SYNTHESIS	FAOXC180x|FAOXC200180x|FAOXC2242046x|FAOXC226205x|SCP2x|SCPx|FAOXC241C221x|SCP21x|SCP22x|FAOXC10080x|FAOXC101_4Zx|FAOXC120100x|FAOXC122_3Z_6Zx|FAOXC140120x|FAOXC142_5Z_8Zx|FAOXC160140x|FAOXC163_4Z_7Z_10Zx|FAOXC183_6Z_9Z_12Zx|FAOXC184_3Z_6Z_9Z_12Zx|FAOXC201181x|FAOXC204_5Z_8Z_11Z_14Zx|FAOXC221201x|FAOXC225_4Z_7Z_10Z_13Z_16Zx|FAOXC241221x
375	SCP2	170	LIPIDS METABOLISM	BILE ACID SYNTHESIS	FAOXC180x|FAOXC200180x|FAOXC2242046x|FAOXC226205x|SCP2x|SCPx|FAOXC241C221x|SCP21x|SCP22x|FAOXC10080x|FAOXC101_4Zx|FAOXC120100x|FAOXC122_3Z_6Zx|FAOXC140120x|FAOXC142_5Z_8Zx|FAOXC160140x|FAOXC163_4Z_7Z_10Zx|FAOXC183_6Z_9Z_12Zx|FAOXC184_3Z_6Z_9Z_12Zx|FAOXC201181x|FAOXC204_5Z_8Z_11Z_14Zx|FAOXC221201x|FAOXC225_4Z_7Z_10Z_13Z_16Zx|FAOXC241221x
376	EHHADH	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	FAOXC180x|FAOXC183806x|FAOXC200180x|FAOXC2051843x|FAOXC2242046x|FAOXC2251836x|FAOXC2252053x|FAOXC226205x|HACD9m|PRPNCOAHYDm|r0661|r0669|r0714|r0715|r0716|r0717|r0719|r0720|r0721|r0723|r0727|r0728|r0729|r0731|r0734|r1474|r1477|RE0512M|RE0512X|RE1520M|RE1520X|RE1521M|RE1521X|RE1522M|RE1522X|RE1523M|RE1523X|RE1525X|RE1526X|RE1527X|RE2986X|RE2987X|RE2990X|RE2991X|RE2992X|RE2999M|RE3002X|RE3003M|RE3004M|RE3005M|RE3248X|RE3250X|FAOXC101C8x|FAOXC101x|FAOXC102C81x|FAOXC102x|FAOXC10DCC8DCx|FAOXC121C10x|FAOXC121x|FAOXC122x|FAOXC123C102x|FAOXC123x|FAOXC12DCC10DCx|FAOXC141C121x|FAOXC142C122x|FAOXC143C123x|FAOXC14DCC12DCx|FAOXC161C141x|FAOXC163C142x|FAOXC163x|FAOXC164C143x|FAOXC164x|FAOXC16DCC14DCx|FAOXC181C161x|FAOXC184C163x|FAOXC184C164x|FAOXC184x|FAOXC201C181x|FAOXC205C184x|FAOXC221C201x|FAOXC225C204x|FAOXC225x|FAOXC61C4x|FAOXC61x|FAOXC6C4x|FAOXC6DCC4DCx|FAOXC81C61x|FAOXC8C6x|FAOXC8DCC6DCx|FOAXC122C101x|FAOXC10080x|FAOXC101_4Zx|FAOXC120100x|FAOXC122_3Z_6Zx|FAOXC140120x|FAOXC142_5Z_8Zx|FAOXC160140x|FAOXC163_4Z_7Z_10Zx|FAOXC183_6Z_9Z_12Zx|FAOXC184_3Z_6Z_9Z_12Zx|FAOXC201181x|FAOXC204_5Z_8Z_11Z_14Zx|FAOXC221201x|FAOXC225_4Z_7Z_10Z_13Z_16Zx|FAOXC241221x
377	ALDOA	5	ENERGY METABOLISM	ATP GENERATION	FBA|FBA2|FBA4|r0407
378	ALDOA	6	ENERGY METABOLISM	ATP GENERATION	FBA|FBA2|FBA4|r0407
379	ALDOA	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	FBA|FBA2|FBA4|r0407
380	ALDOA	39	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	FBA|FBA2|FBA4|r0407
381	ALDOA	52	CARBOHYDRATES METABOLISM	KETOGENESIS	FBA|FBA2|FBA4|r0407
382	ALDOA	53	CARBOHYDRATES METABOLISM	KETOGENESIS	FBA|FBA2|FBA4|r0407
383	ALDOA	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	FBA|FBA2|FBA4|r0407
384	ALDOA	60	CARBOHYDRATES METABOLISM	METHYLGLYOXAL METABOLISM	FBA|FBA2|FBA4|r0407
385	ALDOA	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	FBA|FBA2|FBA4|r0407
386	ALDOA	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	FBA|FBA2|FBA4|r0407
387	ALDOA	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	FBA|FBA2|FBA4|r0407
388	ALDOA	94	AMINO ACIDS METABOLISM	GLYCINE METABOLISM	FBA|FBA2|FBA4|r0407
389	ALDOA	113	AMINO ACIDS METABOLISM	SERINE METABOLISM	FBA|FBA2|FBA4|r0407
390	ALDOA	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	FBA|FBA2|FBA4|r0407
391	ALDOA	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	FBA|FBA2|FBA4|r0407
392	ALDOA	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	FBA|FBA2|FBA4|r0407
393	ALDOA	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
394	ALDOA	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
395	ALDOA	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
396	ALDOA	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
397	ALDOC	5	ENERGY METABOLISM	ATP GENERATION	FBA|FBA2|FBA4|r0407
398	ALDOC	6	ENERGY METABOLISM	ATP GENERATION	FBA|FBA2|FBA4|r0407
399	ALDOC	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	FBA|FBA2|FBA4|r0407
400	ALDOC	39	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	FBA|FBA2|FBA4|r0407
401	ALDOC	52	CARBOHYDRATES METABOLISM	KETOGENESIS	FBA|FBA2|FBA4|r0407
402	ALDOC	53	CARBOHYDRATES METABOLISM	KETOGENESIS	FBA|FBA2|FBA4|r0407
403	ALDOC	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	FBA|FBA2|FBA4|r0407
404	ALDOC	60	CARBOHYDRATES METABOLISM	METHYLGLYOXAL METABOLISM	FBA|FBA2|FBA4|r0407
405	ALDOC	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	FBA|FBA2|FBA4|r0407
406	ALDOC	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	FBA|FBA2|FBA4|r0407
407	ALDOC	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	FBA|FBA2|FBA4|r0407
408	ALDOC	94	AMINO ACIDS METABOLISM	GLYCINE METABOLISM	FBA|FBA2|FBA4|r0407
409	ALDOC	113	AMINO ACIDS METABOLISM	SERINE METABOLISM	FBA|FBA2|FBA4|r0407
410	ALDOC	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	FBA|FBA2|FBA4|r0407
411	ALDOC	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	FBA|FBA2|FBA4|r0407
412	ALDOC	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	FBA|FBA2|FBA4|r0407
413	ALDOC	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
414	ALDOC	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
415	ALDOC	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
416	ALDOC	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
417	ALDOB	5	ENERGY METABOLISM	ATP GENERATION	FBA|FBA2|FBA4|r0407
418	ALDOB	6	ENERGY METABOLISM	ATP GENERATION	FBA|FBA2|FBA4|r0407
419	ALDOB	32	CARBOHYDRATES METABOLISM	PYRUVATE METABOLISM	FBA|FBA2|FBA4|r0407
420	ALDOB	39	CARBOHYDRATES METABOLISM	FRUCTOSE METABOLISM	FBA|FBA2|FBA4|r0407
421	ALDOB	52	CARBOHYDRATES METABOLISM	KETOGENESIS	FBA|FBA2|FBA4|r0407
422	ALDOB	53	CARBOHYDRATES METABOLISM	KETOGENESIS	FBA|FBA2|FBA4|r0407
423	ALDOB	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	FBA|FBA2|FBA4|r0407
424	ALDOB	60	CARBOHYDRATES METABOLISM	METHYLGLYOXAL METABOLISM	FBA|FBA2|FBA4|r0407
425	ALDOB	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	FBA|FBA2|FBA4|r0407
426	ALDOB	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	FBA|FBA2|FBA4|r0407
427	ALDOB	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	FBA|FBA2|FBA4|r0407
428	ALDOB	94	AMINO ACIDS METABOLISM	GLYCINE METABOLISM	FBA|FBA2|FBA4|r0407
429	ALDOB	113	AMINO ACIDS METABOLISM	SERINE METABOLISM	FBA|FBA2|FBA4|r0407
430	ALDOB	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	FBA|FBA2|FBA4|r0407
431	ALDOB	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	FBA|FBA2|FBA4|r0407
432	ALDOB	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	FBA|FBA2|FBA4|r0407
433	ALDOB	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
434	ALDOB	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
435	ALDOB	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
436	ALDOB	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	FBA|FBA2|FBA4|r0407
437	FECH	182	VITAMIN & COFACTOR METABOLISM	HEME METABOLISM	FCLTm
438	FUK	44	CARBOHYDRATES METABOLISM	FUCOSE METABOLISM	FK
439	AFMID	123	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	FKYNH|r0239
440	AFMID	124	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	FKYNH|r0239
441	AFMID	125	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	FKYNH|r0239
442	AFMID	126	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	FKYNH|r0239
443	AFMID	128	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	FKYNH|r0239
444	FLAD1	176	VITAMIN & COFACTOR METABOLISM	COENZYME FAD BIOSYNTHESIS	FMNAT
445	FTCD	97	AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	FTCD|GluForTx
446	FTCD	98	AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	FTCD|GluForTx
447	MTHFD1L	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	FTHFLm|MTHFCm|MTHFDm
448	FUCA1	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	FUCASE2ly|FUCASEly
449	FUCA1	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	FUCASE2ly|FUCASEly
450	FH	4	ENERGY METABOLISM	KREBS CYCLE	FUM|FUMm
451	FH	5	ENERGY METABOLISM	ATP GENERATION	FUM|FUMm
452	FH	30	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	FUM|FUMm
453	FH	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	FUM|FUMm
454	FH	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	FUM|FUMm
455	FH	92	AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	FUM|FUMm
456	FH	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	FUM|FUMm
457	FAH	134	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	FUMAC
458	B4GALT1	36	CARBOHYDRATES METABOLISM	GALACTOSE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
459	B4GALT1	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	G14T10g|G14T11g|G14T12g|G14T13g|G14T14g|G14T15g|G14T16g|G14T17g|G14T18g|G14T19g|G14T20g|G14T21g|G14T2g|G14T3g|G14T4g|G14T5g|G14T6g|G14T7g|G14T8g|G14T9g|G14Tg|UGALGTg
